epoch,train_loss,val_loss,val_mAP
0,1.0341500529023104,1.0439016421635945,0.4994887330119945
1,0.8362024066060089,0.9136742949485779,0.5069826659005028
2,0.7735390247300614,0.9832774798075358,0.5321024756914903
3,0.6976404786109924,1.0030614535013835,0.5415465608007939
4,0.6387901299221571,1.026179830233256,0.5267226121202667
5,0.5887768379477567,1.3387773434321086,0.5459153226626103
6,0.5318562866643418,1.275700608889262,0.5695810008267839
7,0.4769883786523065,1.2912048896153767,0.5632535389376554
8,0.4309861743172934,1.5232183535893757,0.5736929932793128
9,0.39907180258007935,1.3440632820129395,0.5901666944071973
10,0.3409800408191459,1.612844467163086,0.5600167151874851
11,0.29271673913611923,1.547979474067688,0.5604001103778804
12,0.2648294401723285,1.584288239479065,0.5648657101150858
13,0.22041773796081543,1.5670303106307983,0.5550783871255592
14,0.1980297778581464,1.8647488753000896,0.5443210013906841
15,0.17860436387533365,1.9689429998397827,0.5482737232296042
16,0.166074488312006,2.156280597050985,0.5382431341158904
17,0.1827728458961775,1.7017357349395752,0.5708811574616102
18,0.13068858568751535,2.201232115427653,0.5714258742800798
19,0.11890255876405295,2.3329292138417563,0.5645206390443296
20,0.08928438310706338,2.6705217361450195,0.5535271079946599
21,0.0913200338566026,2.4436360200246177,0.5408137056735929
22,0.0730723978648352,2.780848821004232,0.568365028059868
23,0.08053162590015767,2.756032705307007,0.5380165542168067
24,0.06910586032236732,2.732888698577881,0.5645085765436849
